7.2957,1.5461,6.6679,1.6508,-26.1813,-27.3549,-10.2513,1.0229,15.9898
7.3340,1.5323,6.5855,1.3514,-26.1039,-27.3780,-10.2308,1.0270,15.9832
7.3585,1.5578,6.5099,1.0812,-26.0024,-27.3862,-10.2145,1.0312,15.9732
7.4478,1.5706,6.5011,0.8218,-26.0392,-27.4148,-10.2082,1.0282,15.9851
7.4566,1.5392,6.4677,0.5060,-26.0215,-27.4286,-10.2166,1.0300,15.9888
7.4517,1.4921,6.4089,0.2382,-25.9717,-27.4685,-10.2187,1.0375,15.9626
7.5576,1.4793,6.3539,-0.0149,-26.0155,-27.4061,-10.2039,1.0331,15.9466
7.5969,1.4744,6.3078,-0.2688,-25.9755,-27.3629,-10.1916,1.0125,15.9505
7.5841,1.4578,6.2627,-0.4673,-26.0061,-27.3736,-10.1881,0.9989,15.9536
7.6028,1.4156,6.1911,-0.6798,-26.0411,-27.3318,-10.1874,1.0023,15.9529
7.6361,1.3911,6.1057,-0.9081,-25.9974,-27.3101,-10.1837,1.0213,15.9405
7.7215,1.4068,6.0332,-1.0831,-26.0665,-27.2843,-10.1899,1.0197,15.9318
7.7852,1.3930,5.9870,-1.3213,-26.0947,-27.3251,-10.2007,1.0105,15.9328
7.8313,1.3459,5.9341,-1.5346,-26.1089,-27.2974,-10.2021,1.0175,15.9305
7.8186,1.3450,5.9468,-1.7062,-26.1008,-27.2521,-10.2040,1.0182,15.9149
7.8951,1.3714,5.9772,-1.9027,-26.1133,-27.2385,-10.2260,1.0243,15.8965
8.0511,1.3616,5.9576,-2.0855,-26.1424,-27.2151,-10.2431,1.0180,15.8904
8.0932,1.4274,5.9753,-2.2676,-26.0317,-27.2915,-10.2342,1.0046,15.8890
8.1943,1.4813,5.9360,-2.3824,-25.9379,-27.2578,-10.2336,0.9993,15.8881
8.2365,1.4480,5.8487,-2.4088,-25.9354,-27.2066,-10.2359,0.9753,15.8770
8.3307,1.5107,5.7908,-2.4727,-25.9426,-27.2698,-10.2301,0.9647,15.8758
8.5112,1.5402,5.7202,-2.6548,-25.8952,-27.3014,-10.2247,0.9421,15.8926
